Section ID & Heading,Recommendation / Requirement,Normative Keyword,Subtheme
13.1.21.1.6 Hash Algorithm,The alg value Must be one of: SHA3-512.,REQUIRED,Cryptographic Hashes
13.1.21.1.6 Hash Algorithm,The alg value Must be one of: BLAKE2b-256.,REQUIRED,Cryptographic Hashes
13.1.21.1.6 Hash Algorithm,The alg value Must be one of: BLAKE2b-384.,REQUIRED,Cryptographic Hashes
13.1.21.1.6 Hash Algorithm,The alg value Must be one of: BLAKE2b-512.,REQUIRED,Cryptographic Hashes
13.1.21.1.6 Hash Algorithm,The alg value Must be one of: BLAKE3.,REQUIRED,Cryptographic Hashes
13.1.21.1.7 Hash Value,The content property is Required.,REQUIRED,Cryptographic Hashes
13.1.21.1.8 External References,The externalReferences property is Optional.,MAY,External References
13.1.21.1.8 External References,Each item of the externalReferences array must be an External Reference object.,REQUIRED,External References
13.1.22 Impact Analysis,The analysis property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The state property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The justification property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The response property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,Responses are strongly encouraged for vulnerabilities where the analysis state is exploitable.,RECOMMENDED,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The detail property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The firstIssued property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,The lastUpdated property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.1 Impact Analysis State,Justification should be specified for all not_affected cases.,RECOMMENDED,Vulnerability Impact Analysis (VEX)
13.1.22.2 Impact Analysis Justification,The justification property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.3 Response,The response property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.3 Response,More than one response is allowed.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.3 Response,Responses are strongly encouraged for vulnerabilities where the analysis state is exploitable.,RECOMMENDED,Vulnerability Impact Analysis (VEX)
13.1.22.3 Response,Each item of the response array must be a string.,REQUIRED,Vulnerability Impact Analysis (VEX)
13.1.22.4 Detail,The detail property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.4 Detail,"If a vulnerability is not exploitable, the detail field should include specific details on why the component or service is not impacted by this vulnerability.",RECOMMENDED,Vulnerability Impact Analysis (VEX)
13.1.22.5 First Issued,The firstIssued property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.22.6 Last Updated,The lastUpdated property is Optional.,MAY,Vulnerability Impact Analysis (VEX)
13.1.23 Affects,The affects property is Optional.,MAY,Vulnerability Information (Vulnerability Object)
13.1.23.1.1 Reference,The ref property is Required.,REQUIRED,Vulnerability Information (Vulnerability Object)
13.1.23.1.1 Reference,The ref property Must be any of: Ref or BOM-Link Element.,REQUIRED,Vulnerability Information (Vulnerability Object)
13.1.23.1.4 Versions,The versions property is Optional.,MAY,Vulnerability Information (Vulnerability Object)
13.1.23.1.5 Version,The version property is Optional.,MAY,Vulnerability Information (Vulnerability Object)
13.1.23.1.6 Version Range,The range property is Optional.,MAY,Vulnerability Information (Vulnerability Object)
13.1.23.1.7 Status,The status property is Optional.,MAY,Vulnerability Information (Vulnerability Object)
13.1.23.1.7 Status,All items in the versions array must be unique.,REQUIRED,Vulnerability Information (Vulnerability Object)
13.1.24 Properties,The properties property is Optional.,MAY,Extensibility via Properties
13.1.24 Properties,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
13.1.24 Properties,Formal registration is optional.,MAY,Property Taxonomies
13.1.24 Properties,Each item of the properties array must be a Lightweight name-value pair object.,REQUIRED,Extensibility via Properties
13.1.24.1 Lightweight name-value pair,Property names of interest to the general public are encouraged to be registered in the CycloneDX Property Taxonomy.,RECOMMENDED,Property Taxonomies
13.1.24.1 Lightweight name-value pair,Formal registration is optional.,MAY,Property Taxonomies
13.1.24.1.1 Name,The name property is Required.,REQUIRED,Extensibility via Properties
13.1.24.1.2 Value,The value property is Optional.,MAY,Extensibility via Properties
13.1.24.1.2 Value,All items in the properties array must be unique.,REQUIRED,Extensibility via Properties
14 Annotations,The annotations property is Optional.,MAY,Annotations
14 Annotations,Each item of this array must be an Annotations object.,REQUIRED,Annotations
14.1 Annotations,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1 Annotations,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1 Annotations,The subjects property is Required.,REQUIRED,Annotations
14.1 Annotations,The annotator property is Required.,REQUIRED,Annotations
14.1 Annotations,The timestamp property is Required.,REQUIRED,Annotations
14.1 Annotations,The text property is Required.,REQUIRED,Annotations
14.1 Annotations,The signature property is Optional.,MAY,Annotations
14.1.1 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.2 Subjects,The subjects property is Required.,REQUIRED,Annotations
14.1.2 Subjects,The subject Must be any of: Ref.,REQUIRED,Annotations
14.1.2 Subjects,The subject Must be any of: BOM-Link Element.,REQUIRED,Annotations
14.1.2.2 BOM-Link Element,All items must be unique.,REQUIRED,Annotations
14.1.3 Annotator,The annotator property is Required.,REQUIRED,Annotations
14.1.3.1 Organizational Entity,The organization property is Optional.,MAY,Annotations
14.1.3.1 Organizational Entity,The individual property is Optional.,MAY,Annotations
14.1.3.1 Organizational Entity,The component property is Optional.,MAY,Annotations
14.1.3.1 Organizational Entity,The service property is Optional.,MAY,Annotations
14.1.3.1.1 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.1.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.1.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.1.2 Organization Name,The name property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The address property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.1.3 Organization Address,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.1.3 Organization Address,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.1.3 Organization Address,The country property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The region property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The locality property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The postOfficeBoxNumber property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The postalCode property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.3 Organization Address,The streetAddress property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.4 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.1.4 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.1.4 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.1.5 Country,The country property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.6 Region,The region property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.7 Locality,The locality property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.11 Organization URL(s),The url property is Optional.,MAY,Organizational Entity Definition
14.1.3.1.11 Organization URL(s),Multiple URLs are allowed.,MAY,Organizational Entity Definition
14.1.3.1.12 Organizational Contact,The contact property is Optional.,MAY,Contact Information
14.1.3.1.12 Organizational Contact,Multiple contacts are allowed.,MAY,Contact Information
14.1.3.1.12 Organizational Contact,Each item of this array must be an Organizational Contact object.,REQUIRED,Contact Information
14.1.3.1.13 Organizational Contact,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.1.13 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.1.13 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.1.13 Organizational Contact,The name property is Optional.,MAY,Contact Information
14.1.3.1.13 Organizational Contact,The email property is Optional.,MAY,Contact Information
14.1.3.1.13 Organizational Contact,The phone property is Optional.,MAY,Contact Information
14.1.3.1.14 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.1.14 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.1.14 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.1.15 Name,The name property is Optional.,MAY,Contact Information
14.1.3.1.16 Email Address,The email property is Optional.,MAY,Contact Information
14.1.3.1.17 Phone,The phone property is Optional.,MAY,Contact Information
14.1.3.2 Organizational Contact,The individual property is Optional.,MAY,Annotations
14.1.3.2 Organizational Contact,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.2 Organizational Contact,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.2 Organizational Contact,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.2 Organizational Contact,The name property is Optional.,MAY,Contact Information
14.1.3.2 Organizational Contact,The email property is Optional.,MAY,Contact Information
14.1.3.2 Organizational Contact,The phone property is Optional.,MAY,Contact Information
14.1.3.2.1 BOM Reference,The bom-ref property is Optional.,MAY,Internal Referencing (bom-ref)
14.1.3.2.1 BOM Reference,Every bom-ref must be unique within the BOM.,REQUIRED,Internal Referencing (bom-ref)
14.1.3.2.1 BOM Reference,The bom-ref Value SHOULD not start with the BOM-Link intro 'urn:cdx:' to avoid conflicts with BOM-Links.,RECOMMENDED,Internal Referencing (bom-ref)
14.1.3.2.2 Name,The name property is Optional.,MAY,Contact Information
14.1.3.2.3 Email Address,The email property is Optional.,MAY,Contact Information
14.1.3.2.4 Phone,The phone property is Optional.,MAY,Contact Information
14.1.3.3 Component,The component property is Optional.,MAY,Annotations
14.1.3.4 Service,The service property is Optional.,MAY,Annotations
14.1.4 Timestamp,The timestamp property is Required.,REQUIRED,Timestamping
14.1.5 Text,The text property is Required.,REQUIRED,Annotations
14.1.6 Signature,The signature property is Optional.,MAY,Digital Signatures
