id,section,requirement,normative_force,initial_code,subtheme,theme,generator_consumer_axis,issue_focus,previous_single_subtheme
CDX-0995,13.1.4.1.2 Source,The name property for the source object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0996,13.1.4.1.3 URL,The url property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0997,13.1.4.1.4 Name,The name property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0998,13.1.5 Ratings,The ratings property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-0999,13.1.5 Ratings,Each item of the ratings array must be a Rating object.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1000,13.1.5.1 Rating,The source property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1001,13.1.5.1 Rating,The score property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1002,13.1.5.1 Rating,The severity property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1003,13.1.5.1 Rating,The method property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1004,13.1.5.1 Rating,The vector property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1005,13.1.5.1 Rating,The justification property for the rating is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1006,13.1.5.1.1 Source,The source property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1007,13.1.5.1.1 Source,The url property for the source is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1008,13.1.5.1.1 Source,The name property for the source is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1009,13.1.5.1.2 URL,The url property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1010,13.1.5.1.3 Name,The name property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1011,13.1.5.1.4 Score,The score property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1012,13.1.5.1.5 Severity,The severity property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1013,13.1.5.1.6 Method,The method property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1014,13.1.5.1.7 Vector,The vector property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1015,13.1.5.1.8 Justification,The justification property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1016,13.1.6 CWEs,The cwes property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1017,13.1.6 CWEs,The minimum value for items in the cwes array is 1.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1018,13.1.6 CWEs,Each item of the cwes array must be an integer.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1019,13.1.7 Description,The description property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1020,13.1.8 Details,The detail property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1021,13.1.9 Recommendation,The recommendation property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1022,13.1.10 Workarounds,The workaround property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1023,13.1.11 Proof of Concept,The proofOfConcept property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1024,13.1.11.1 Steps to Reproduce,The reproductionSteps property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1025,13.1.11.2 Environment,The environment property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1026,13.1.11.3 Supporting Material,The supportingMaterial property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1027,13.1.11.3 Supporting Material,Each item of the supportingMaterial array must be an Attachment object.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1028,13.1.11.3.1 Attachment,The contentType property for the attachment object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1029,13.1.11.3.1 Attachment,The encoding property for the attachment object is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1030,13.1.11.3.1 Attachment,The content property for the attachment data is Required.,REQUIRED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1031,13.1.11.3.1 Attachment,Proactive controls such as input validation and sanitization should be employed to prevent misuse of attachment text.,RECOMMENDED,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1032,13.1.11.3.2 Content-Type,The contentType property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
CDX-1033,13.1.11.3.3 Encoding,The encoding property is Optional.,MAY,vulnerability_record_population,Vulnerability and VEX records,Vulnerability and VEX semantics,generator-population,vulnerabilities,Vulnerability Information (Vulnerability Object)
